"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"1",2,8,1.9055606433514,0.326800954238015,1.31965614042501,1.40171452736222,1.67615913804635,1.88691158793022,2.11464653823778,2.47303000134726,2.59740634012379
"2",3,9,1.70772214181638,0.277029112741923,1.20848582601186,1.27898988658096,1.51361675826186,1.69276570862317,1.88553331456578,2.18747904794191,2.29192607334033
"3",4,10,1.48248361081176,0.237387363645587,1.05419076916168,1.11478860922876,1.31622392999747,1.46983224422104,1.6349601011283,1.89333925791894,1.98264959220594
"4",5,11,1.19709755080427,0.202346417677464,0.83382230587562,0.884813757611354,1.05512742410301,1.18571612674957,1.32666891324289,1.54821011770579,1.62502887234226
"5",6,12,1.24273431609218,0.20430426305517,0.874999645007738,0.926831774922853,1.09952246795904,1.23155661999921,1.37376888717296,1.59677028992221,1.67396898441837
"6",7,13,1.06422404216191,0.185257626671242,0.732562862539189,0.778905220668396,0.934114570245992,1.05349382215255,1.18264464845651,1.38615032244213,1.45684054528516
"7",8,14,1.14133904964736,0.192921510779454,0.794984466824336,0.843600834826343,1.00598161835142,1.1304877504316,1.26487522726952,1.4760974685894,1.54933815340492
"8",9,15,1.08718697749621,0.186451028425961,0.752908586587765,0.799725679490974,0.956305638161321,1.07654705886268,1.20647757204734,1.41094749296119,1.48190841267702
"9",10,16,1.11075337962457,0.187751588948757,0.773680426992308,0.820993970746011,0.979023264619986,1.10019287415431,1.23097902759666,1.43654092304782,1.50781889974545
"10",11,17,1.06081855175792,0.181928880719409,0.734647685230318,0.780329285285421,0.933111583481751,1.050436691683,1.17721589496516,1.3767266413884,1.44596648848233
"11",12,18,1.27611340930103,0.199295431727037,0.915761014719978,0.966924990515136,1.13664393536023,1.26575363268661,1.40429595612671,1.6206443936993,1.69532123846888
"12",13,19,1.12562621262036,0.180244447301511,0.800430274046026,0.846441249621223,0.999387882927133,1.11602023130891,1.24139918512201,1.43758236688348,1.50539428237325
"13",14,20,1.1812928214067,0.182277439629225,0.851371960629368,0.89829248929707,1.05378131421013,1.17193082476603,1.29860433619717,1.49623167873144,1.56440097796511
"14",15,21,1.18755331463812,0.179030398327159,0.862878056402137,0.909196681133098,1.06240417657673,1.17856891600551,1.30291360374225,1.49656012316848,1.56327137322591
"15",16,22,1.36685495111885,0.187751966921743,1.02386815384084,1.07337135756706,1.2359746343016,1.35826805723779,1.48837865294777,1.68963205152266,1.75862863584268
"16",17,23,1.23370678582053,0.169462659847633,0.924131041223524,0.968812035579873,1.11557579111944,1.22595635901664,1.3433926127341,1.52504150187778,1.5873169863426
"17",18,24,1.36146282196058,0.172905951295032,1.04382573884139,1.09007751449974,1.24119741993389,1.35415016674543,1.47375954873872,1.65779431834781,1.72064859710459
"18",19,25,1.1367454865391,0.150565617866869,0.860959930545368,0.900931737077207,1.03189660599231,1.13010480756878,1.23435819529924,1.39521322984323,1.45026104856625
"19",20,26,1.18798592849018,0.152106011688067,0.908715103204182,0.949344545718452,1.082164409042,1.18150054637661,1.2867403051893,1.44875139400641,1.50410496061878
"20",21,27,1.17880920012026,0.148515999367295,0.905829356020581,0.945612587112153,1.07553085111865,1.17257801519727,1.27529732169983,1.43326267614052,1.48719320647215
"21",22,28,1.23866114700781,0.149117278866733,0.963752307101723,1.00400636451603,1.13509059857465,1.23268244308461,1.33571638665595,1.49371134112968,1.54754020986139
"22",23,29,1.24921978038192,0.145218849741471,0.980906215248606,1.0203309556728,1.14844825793677,1.24359719271102,1.34386392989141,1.49728908459595,1.54948056174866
"23",24,30,1.45512075420409,0.151706825722577,1.17303270183281,1.21489515750788,1.35012728928455,1.44985198697429,1.5543720710281,1.71331958721864,1.76714664575388
"24",25,31,1.29306300660554,0.134084387609283,1.04366873103403,1.08069645147402,1.20027743395593,1.28843133694932,1.38080075577453,1.52122947074948,1.56877508705321
"25",26,32,1.33991146621059,0.13138912909028,1.09480476393595,1.13136408562131,1.24910688072323,1.33561933383402,1.42603814646448,1.56310041370141,1.60940702772431
"26",27,33,1.22731639134366,0.120348273631031,1.00280642862156,1.03629360735863,1.14414227201697,1.22338493426427,1.30620569789356,1.43175038607386,1.47416577533734
"27",28,34,1.16394401030756,0.114134100409379,0.951026601065858,0.982784672080003,1.08506457979908,1.16021555369148,1.23875987399496,1.35782207251526,1.39804734663879
"28",29,35,1.21393994629426,0.11470654301649,0.999554396504881,1.03162430361002,1.13472939102836,1.21032894761953,1.28921488553902,1.40857358985709,1.44884418022439
"29",30,36,1.17317436387163,0.109877846371355,0.967724180937907,0.998478192375254,1.09731273439603,1.16974581833903,1.24529921853947,1.35956613439251,1.3981065210294
"30",31,37,1.0772367706583,0.103180569434327,0.88452348009521,0.913321233619264,1.00596442665357,1.07394426560081,1.14492064475301,1.25238386315486,1.28865891881197
"31",32,38,1.28407070092117,0.112189778043441,1.0736087670947,1.10527319740734,1.20672511318083,1.28080482759334,1.35785671432764,1.47400882340995,1.51309052782236
"32",33,39,1.3492909497078,0.110538221606808,1.14134034834515,1.17276364320988,1.27318066885601,1.34627360518136,1.42211246341057,1.53611103903294,1.57438741309836
"33",34,40,1.36707915029908,0.105787760721446,1.1675978951234,1.19785041788247,1.29431751396969,1.36435141978638,1.43686763451638,1.54561269765618,1.58206069733265
"34",35,41,1.33038043715748,0.0991607031140005,1.14312126512621,1.17158427316096,1.2622228942749,1.32791758241108,1.39585350781727,1.49757785491548,1.53163482492629
"35",36,42,1.29270297928602,0.093536704799722,1.11586651921155,1.14279150550103,1.22844435440695,1.29044765443262,1.35450331757713,1.4503077711551,1.48235541485372
"36",37,43,1.33768294173902,0.0916565249008457,1.16405968172362,1.19057525778818,1.27477374233522,1.33559012461305,1.39831095751437,1.491929580705,1.52319880206235
"37",38,44,1.27474687620866,0.0855554084832603,1.11256445398761,1.13736001887576,1.21604501778043,1.27283335362062,1.3313629737695,1.41866107796065,1.44780306947391
"38",39,45,1.32797934714554,0.0843267728705567,1.16783063364809,1.1923844397932,1.27017093868131,1.32619485580009,1.38384261849317,1.46966143693237,1.49826866031892
"39",40,46,1.18339488222969,0.0762291655037089,1.038692275086,1.06086208734169,1.13112604178127,1.18175850123739,1.23388003423785,1.31150963508608,1.33739641926639
"40",41,47,1.15538251763571,0.0738146814128082,1.01522548317518,1.03670770549487,1.10477570199186,1.15381094941332,1.20427628932597,1.27941819910941,1.30447018337652
"41",42,48,1.16544803181468,0.0729831867519734,1.02678042332992,1.04805529331944,1.11542661029523,1.16392492487831,1.21380922696174,1.28803632616853,1.31277090187966
"42",43,49,1.17426277280419,0.0718637146383669,1.03762317345516,1.05861009178595,1.12502563205383,1.17279710264836,1.22190228811293,1.29491507927187,1.31923126005491
"43",44,50,1.13298935727304,0.0690795803057547,1.00162819935848,1.02180795356359,1.08566237729235,1.13158571486048,1.17878632294766,1.2489587996049,1.27232692406013
"44",45,51,1.11166269165007,0.0674044514372308,0.983464961876052,1.00316390025967,1.06548714238235,1.11030065712291,1.15635357907341,1.22480758982339,1.24760039126023
"45",46,52,0.993925542796036,0.0629874719685553,0.874295458602915,0.892638819990428,0.950747167976706,0.992595303636041,1.03565392540217,1.09974992154978,1.12111488223521
"46",47,53,1.04988429044096,0.0652366355879635,0.925904433000706,0.944933035463192,1.00517748559058,1.04853339759931,1.09311858467377,1.15944365063093,1.18154078542404
"47",48,54,1.00648023257452,0.0636553990974298,0.88557375760631,0.904114663628234,0.962845329220793,1.00513857749324,1.04865269953445,1.11342239859871,1.13501083678387
"48",49,55,0.998864473322424,0.0635562244652884,0.878169930791071,0.896672821645223,0.955293514266107,0.997516801965624,1.04096643978807,1.10565324570091,1.12721732864413
"49",50,56,0.989143773986694,0.0634536026864956,0.868676156106454,0.887136758674377,0.945637679276566,0.987787255202547,1.03117123453958,1.09577809157788,1.11731997476695
"50",51,57,1.02981134913786,0.0650011159822415,0.906340896583333,0.925276844428927,0.985255336139388,1.02844406113723,1.07287698468036,1.13900988846955,1.16105159489663
"51",52,58,1.12395517314329,0.0676541511745091,0.995253680838116,1.01503679006381,1.07761353997223,1.1225980311961,1.16881747567647,1.23750297239195,1.26036883765834
"52",53,59,1.1623588719709,0.0674469026040012,1.03391033915162,1.05368770868146,1.11618361250391,1.16105457717198,1.20711239736488,1.27547917591064,1.29821928884886
"53",54,60,1.1276079135705,0.0647793820524584,1.004203369454,1.02321258808761,1.08326514276111,1.12636766371821,1.17059875975678,1.23623391154397,1.25806040105367
"54",55,61,1.13516864223845,0.0638582252446549,1.0134452371449,1.03221277979055,1.09146920116641,1.13397143177553,1.17756306924602,1.2422083606879,1.26369542331513
"55",56,62,1.17119257007721,0.0637044775674536,1.04964772894537,1.0684146281888,1.12761826201205,1.1700377505398,1.21350806599107,1.27790976225139,1.29929990982846
"56",57,63,1.14613496371483,0.0615277485969149,1.02870104673296,1.04684310834584,1.10405690576196,1.14503415773459,1.18701308486945,1.2491818201079,1.26982444229259
"57",58,64,1.09944992838504,0.0591067943295262,0.986641147304502,1.00406764531856,1.05902675927853,1.09839090966888,1.13871871125081,1.19844467051055,1.21827680550613
"58",59,65,1.06928523770704,0.0576519962637242,0.959261706397863,0.976255905273437,1.02985549119258,1.06824928727929,1.10758574408012,1.16584834039101,1.1851957734149
"59",60,66,1.09286640061974,0.0579218033893555,0.982276743880866,0.999370418995789,1.05326106763108,1.09184328798209,1.13135648474585,1.18985235924125,1.2092701155544
"60",61,67,1.12288286749575,0.0580628908088362,1.0119515226284,1.02911500580146,1.08319371120318,1.12188223935305,1.16148128077172,1.2200640061088,1.23950050730535
"61",62,68,1.09174292237029,0.0563023422792693,0.984167695137347,1.00081367118896,1.0532585066412,1.09077521785632,1.12917248340303,1.18597314330952,1.20481734959555
"62",63,69,1.01354455483726,0.0536424662619777,0.911121559502146,0.926953829175106,0.976865986335011,1.01259835862612,1.04919171740658,1.10336288492508,1.12134451472357
"63",64,70,1.01561168469631,0.0538273116343887,0.912839609786817,0.928724933163282,0.978806052336522,1.01466089588171,1.05138090512549,1.10574170678466,1.12378682208058
"64",65,71,1.02946375308514,0.0542575038055708,0.925854860046062,0.941873159849348,0.992366668151998,1.02851070297205,1.06552196038178,1.12030532994789,1.13848856105662
"65",66,72,1.03837232081029,0.0543508913267627,0.934566105580193,0.950619374007733,1.00121470562005,1.03742418969787,1.07449641941861,1.12935947122058,1.14756650027677
"66",67,73,1.00644794331389,0.0532668737511203,0.904742090807353,0.920463506480984,0.970026189917246,1.00550837215628,1.04184551245048,1.09563738561056,1.11349311207246
"67",68,74,0.971666037930192,0.052388721748805,0.871686981850145,0.88712971434745,0.935835986021441,0.970724663438029,1.0064699424132,1.05941352016083,1.07699465092697
"68",69,75,0.970733473729564,0.0527230051442696,0.870136627138528,0.885670050527197,0.934671281633983,0.969779133905741,1.00575538656446,1.05905228284433,1.07675355249313
"69",70,76,0.968259559292366,0.0529808058725171,0.867191535409943,0.88279285212898,0.932017424319389,0.96729340402289,1.0034485366637,1.05702195725227,1.07481795597366
"70",71,77,0.994071707750481,0.0539905640218011,0.891056326297875,0.906963202008938,0.957142513639197,0.993094423826401,1.02993561235729,1.08451386492252,1.1026407059405
"71",72,78,0.975090290339519,0.0535150320711248,0.873011659654178,0.888766982508254,0.938481231260169,0.97411145896067,1.01063237467858,1.06475252926233,1.08273132710889
"72",73,79,0.947447545479983,0.0529639279202142,0.846472272847045,0.86204506334171,0.911206420915297,0.946460803925812,0.982613075693804,1.03621594339974,1.05403016733347
"73",74,80,0.910422912765279,0.0523889516209961,0.810626915053626,0.825998348199395,0.874560803528168,0.909418228382181,0.945189873954267,0.998274601966149,1.01592820980863
"74",75,81,0.897887471386461,0.0528169100815565,0.797341590091906,0.812813210048906,0.861721101568876,0.896852058321291,0.932925201581614,0.986493680094892,1.00431726215673
"75",76,82,0.975872485192025,0.0559701255886044,0.869244436426144,0.885670605622848,0.937560711335806,0.974802658406805,1.01301810245322,1.06972369919702,1.08858001836004
"76",77,83,1.01091842608304,0.0570494272286349,0.902183472558536,0.918946118917008,0.971876668073814,1.00984546703858,1.04879061030423,1.10655075028628,1.12575067173421
"77",78,84,1.10065390522751,0.0592572143004133,0.987562491132174,1.00503160428543,1.06012708707944,1.09959065435772,1.14002172409379,1.19990310184665,1.21978746482309
"78",79,85,1.11928779700972,0.0586666212766585,1.00724292007424,1.02456931355193,1.07917897198521,1.11826297522037,1.15827950847214,1.21750208649517,1.2371564493185
"79",80,86,1.14648105901892,0.0582037573336595,1.03522774745295,1.05245346612939,1.10670487337281,1.14549626022844,1.18518375411697,1.24386793110012,1.26333071850409
"80",81,87,1.20616536081905,0.0583704329415098,1.09445992343316,1.11178706439465,1.16629874495185,1.20522391052594,1.24500573292526,1.30375506504284,1.32322082416633
"81",82,88,1.21827354296228,0.0568641393036106,1.1093567029048,1.12627342995874,1.17945231012302,1.21738892703456,1.25613048157749,1.31329119189269,1.33221744392584
"82",83,89,1.13814034276349,0.0532399596522795,1.03617043923246,1.05200695244069,1.10179241869659,1.13731029707274,1.1735834582464,1.22710512322774,1.24482719701601
"83",84,90,1.15728584230508,0.0527676923616344,1.05616043156555,1.07187992640185,1.12127096304707,1.15648394129586,1.19242659041959,1.24542714175511,1.26296827058595
"84",85,91,1.14166734328729,0.0513660421769519,1.04319823945831,1.0585118534696,1.10661440380588,1.14089707993377,1.17588063791379,1.22745029594826,1.24451367822626
"85",86,92,1.15458615722748,0.0507296033238998,1.05728564122306,1.07242964574817,1.11997666526167,1.15384326534889,1.1883858395052,1.23927676285612,1.25610836349987
"86",87,93,1.17093213261196,0.0500654427151646,1.07484865180746,1.08981663092827,1.13678585928232,1.1702186620483,1.2043006658847,1.25448136748475,1.27107011411067
"87",88,94,1.09161064736893,0.0472386126707639,1.000975797295,1.01508944716853,1.05938818471223,1.09092931813929,1.12309040737809,1.17045594337132,1.18611734362545
